IDOJ-4-216-g002	clinical photograph of the patient showing a swelling in the right lower lobe of the right lower lobe and the.clinical photograph of the patient showing a swelling in the right lower lobe of the right lower lobe and a.clinical photograph of the patient showing a swelling in the right lower lobe of the left lower lobe and the
acb-47-162-g009	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface in the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of a
jsls-14-1-53-g04	intraoperative view of the right eye showing a large mass in the right upper lobe of the right lower lobe.intraoperative view of the right eye showing a large mass in the right upper lobe of the right upper lobe.intraoperative view of the right eye showing a large mass in the right upper lobe of the left lower lobe
1477-7819-9-152-2	axial ct scan of the brain in a patient with a high signal intensity in the right lobe of the.axial ct scan of the brain in a patient with a high signal intensity in the right frontal lobe and.axial ct scan of the brain in a patient with a high signal intensity in the left frontal lobe and
NMJ-53-231-g006	magnetic resonance imaging of the brain showing a hyperintense lesion in the right lobe of the right lobe of the.magnetic resonance imaging of the brain showing a hyperintense lesion in the right lobe of the left lobe of the.magnetic resonance imaging of the brain showing a hyperintense lesion in the right lobe of the right frontal lobe and
JHRS-01-56-g001	intraoperative photograph of the right eye showing a large cystic mass in the right upper lobe of the right lower.intraoperative photograph of the right eye showing a large cystic mass in the right upper lobe of the right eye.intraoperative photograph of the right eye showing a large cystic mass in the right lower lobe of the right lower
IDOJ-6-13-g001	histological section of the right kidney showing a giant cell carcinoma in the dermis . <EOS>
pone.0135313.g001	magnetic resonance imaging of the brain showing a hyperintense lesion in the right frontal lobe and the right frontal lobe.magnetic resonance imaging of the brain showing a hyperintense lesion in the right frontal lobe and the right parietal lobe.magnetic resonance imaging of the brain showing a hyperintense lesion in the right frontal lobe and the right parietal region
arh0011200240002	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the left eye of the patient with.scanning electron micrograph of the surface of the surface of the surface of the surface of the left eye of
pone.0089087.g007	photomicrograph of the biopsy specimen showing a giant cell carcinoma in the dermis . <EOS>
1477-7819-8-58-1	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
PAMJ-19-51-g001	preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the left lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right upper lobe
1750-1172-6-63-5	ultrasound images of the left eye showing a large mass in the right lower lobe with a large mass in.ultrasound images of the left eye showing a large mass in the right lower lobe with a large cystic mass.ultrasound images of the right eye showing a large mass in the right lower lobe with a large cystic mass
12872_2014_761_Fig3_HTML	intraoperative view of the left eye showing a large right coronary artery in the right coronary artery . <EOS>
1477-7819-9-130-1	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
JHRS-6-74-g003	intraoperative picture <EOS>.intraoperative view of the lesion <EOS>.intraoperative view of the lesion in the right eye . <EOS>
tox-25-233-g004	histological section of the resected specimen showing a giant cell carcinoma in the dermis . <EOS>
or-2013-4-e37-g001	preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the left lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right upper lobe
JOMFP-18-128-g001	clinical photograph of the patient in a patient with a patient in a patient with a patient in a patient.clinical photograph of the patient in a patient with a patient in a patient with a patient in the patient.clinical photograph of the patient in a patient with a patient in a patient with a patient in the right
iej-01-45-g001	histological section of the resected specimen showing a giant cell carcinoma in the dermis . <EOS>
0392-100X-30-303-g003a	preoperative x-ray of the left knee showing a large right hip and left lower lobe <EOS>.preoperative x-ray of the left knee showing a large left hip and left lower lobe <EOS>.preoperative x-ray of the left knee showing a large right hip and left lower lobe and left lower lobe. <EOS>
40064_2015_1384_Fig3_HTML	axial ct scan of the abdomen showing a large cystic mass in the right lobe of the right lower lobe.axial ct scan of the abdomen showing a large cystic mass in the right lobe of the right lobe of.axial ct scan of the abdomen showing a large cystic mass in the right lobe of the right kidney .
ymj-46-715-g002	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
IJO-42-228-g001	preoperative photograph <EOS>
abd-89-05-0796-g01	clinical photograph of the patient showing a swelling in the right lower lobe of the right lower lobe and the.clinical photograph of the patient showing a swelling in the right lower lobe of the right lower lobe and a.clinical photograph of the patient showing a swelling in the right lower lobe of the left lower lobe and the
jocmr-04-221-g002	preoperative anteroposterior and lateral view <EOS>.preoperative anteroposterior and lateral radiographs of the left knee showing a large right hip and left lower lobe <EOS>.preoperative anteroposterior and lateral radiographs of the left knee showing a large left hip and left lower lobe <EOS>
1471-2407-11-76-1	ultrasound image of the right eye showing a large mass in the right lower lobe of the right lower lobe.ultrasound image of the right eye showing a large mass in the right lower lobe of the right lobe of.ultrasound image of the right eye showing a large mass in the right lower lobe of the right kidney with
IJPS-42-133-g002	a patient with a history of the left eye of a patient with a history of a patient with a.a patient with a history of the left eye of a patient with a history of a patient in the.a patient with a history of the left eye of a patient with a history of a patient in a
1471-2482-14-19-3	preoperative x-ray of the left knee showing a large right hip and left lower lobe and left lower lobe. <EOS>.preoperative x-ray of the left knee showing a large right hip and left lower lobe and left lower lobe <EOS>.preoperative x-ray of the left knee showing a large left hip and left lower lobe and left lower lobe <EOS>
cde-0006-0264-g01	clinical photograph of the patient in a patient with a swelling of the left eye of the patient with a.clinical photograph of the patient in a patient with a swelling of the right eye of the patient with a.clinical photograph of the patient in a patient with a swelling of the left eye of a patient with a
13019_2015_266_Fig2_HTML	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrographs of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface in the
IndianJOphthalmol-57-223-g003	ultrasound scan of the right eye showing a large cystic mass in the right lower lobe with a large cystic.ultrasound scan of the left eye showing a large cystic mass in the right lower lobe with a large cystic.ultrasound scan of the right eye showing a large cystic mass in the right upper lobe with a large cystic
IJU-28-92-g002	intraoperative picture <EOS>
JCAS-5-137-g002	clinical picture <EOS>
ijn-9-5157Fig2	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface in the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of a
crj-02-053-g001	clinical picture <EOS>
medi-94-e536-g005	a patient with a history of the left eye of a patient with a history of a patient with a.a patient with a history of the left eye of a patient with a history of a patient in the.a patient with a history of the left eye of a patient with a history of a patient in a
IJD-56-505-g005	histological section of the biopsy showing a giant cell carcinoma in the dermis . <EOS>.histological section of the biopsy showing a giant cell carcinoma in the dermis with a giant cell carcinoma . <EOS>
dddt-8-2069Fig5	histological section of the tumor showing a giant cell carcinoma in the dermis . <EOS>.histological section of the tumor showing a giant cell carcinoma in the dermis with a giant cell carcinoma . <EOS>
wjem-14-638-g001	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
kja-18-93-g002	computed tomography scan of the abdomen showing a large mass in the right lower lobe of the right lower lobe.computed tomography scan of the abdomen showing a large mass in the right lower lobe of the right lobe of.computed tomography scan of the abdomen showing a large mass in the right lower lobe of the right kidney with
CCD-1-268-g006	intraoral view <EOS>.preoperative photograph <EOS>.intraoral photograph <EOS>
biodiversity_data_journal-3-e5610-g003	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of a.scanning electron micrograph of the surface of the surface of the surface of the surface of the left eye of
jsls-13-1-69-g01	the right coronary artery is seen in the right coronary artery . <EOS>.the right coronary artery is seen in the right eye of the right coronary artery . <EOS>.the right coronary artery is seen in the right coronary artery and the right coronary artery . <EOS>
1471-2490-10-22-1	axial and coronal t2-weighted mr image of the brain showing a large lesion in the right lobe of the right.axial and coronal t2-weighted mr image of the brain showing a large lesion in the right lobe of the left.axial and coronal t2-weighted mr image of the brain showing a large lesion in the right frontal lobe with a
1532-429X-14-17-3	axial ct scan of the abdomen showing a large cystic mass in the right lobe of the right lower lobe.axial ct scan of the abdomen showing a large cystic mass in the right lower lobe of the right lower.axial ct scan of the abdomen showing a large cystic mass in the right lower lobe of the right kidney
rrt04503	axial and coronal images of the brain in a patient with a high signal intensity in a patient with a.axial and coronal images of the brain in a patient with a high signal intensity in the right frontal lobe.axial and coronal images of the brain in a patient with a high signal intensity in the left frontal lobe
jpts-27-2465-g001	ultrasound scan of the abdomen showing a large cystic mass in the right lobe of the right lobe of the.ultrasound scan of the abdomen showing a large cystic mass in the right lobe of the right lower lobe with.ultrasound scan of the abdomen showing a large cystic mass in the right lobe of the right lower lobe and
ijn-9-3923Fig2	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrographs of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of a
aps-42-351-g006	a patient with a large lesion in the right upper lobe of the right lower lobe of the right eye.a patient with a large lesion in the right upper lobe of the right lower lobe of the right lower.a patient with a large lesion in the right upper lobe of the right lower lobe of the left eye
1757-1626-1-371-2	clinical picture <EOS>
IJU-27-407-g001	intraoperative view of the resected specimen <EOS>
mehdiopht-3-051-g005	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrographs of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of a
NMJ-55-266-g004	intraoperative photograph of the right eye of the left eye showing the presence of the lesion in the right eye.intraoperative photograph of the right eye of the left eye showing the presence of the lesion in the left eye.intraoperative photograph of the right eye of the left eye showing the presence of the lesion in the right lower
AMS-3-185-g003	preoperative photograph <EOS>
cjc-32-10-533-g002	axial and coronal t2-weighted mr image of the brain showing a large cystic lesion in the right lobe of the.axial and coronal t2-weighted mr image of the brain showing a large cystic lesion in the right frontal lobe with.axial and coronal t2-weighted mr image of the brain showing a large cystic lesion in the right frontal lobe and
12864_2015_1466_Fig1_HTML	preoperative x-ray of the left knee showing a large left hip and left lower lobe <EOS>.preoperative x-ray of the left knee showing a large left hip and left lower lobe and left lower lobe. <EOS>.preoperative x-ray of the left knee showing a large left hip and left lower lobe and left lower lobe <EOS>
IDOJ-5-546-g004	clinical photograph of the patient showing a swelling in the right lower lobe of the right lower lobe and the.clinical photograph of the patient showing a swelling in the right lower lobe of the right lower lobe and a.clinical photograph of the patient showing a swelling in the right lower lobe of the left lower lobe and the
1752-1947-5-480-2	histological section of the liver showing a giant cell carcinoma in the dermis . <EOS>
DARU-18-084-g003	the ecg of the patient in a patient with a history of the left coronary artery in the left coronary.the ecg of the patient in a patient with a history of the left coronary artery in the right coronary.the ecg of the patient in a patient with a history of the left coronary artery and the left coronary
1532-429X-17-S1-P30-2	the right coronary artery in the right coronary artery . <EOS>.the right coronary artery in the right coronary artery. <EOS>.the right coronary artery in the right coronary artery in the right coronary artery . <EOS>
jls0021228810002	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
IJPS-42-252-g002	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
ccr30003-0308-f2	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
UA-5-215-g001	clinical picture <EOS>
2050-5736-3-S1-P74-1	the right coronary artery in the right coronary artery . <EOS>.the right coronary artery in the right coronary artery. <EOS>.the right coronary artery in the right coronary artery in the right coronary artery . <EOS>
OL-06-05-1521-g04	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
PWKI-10-23970-g001	intraoperative photograph of the right eye showing a large right coronary artery in the right coronary artery . <EOS>
JOVR-08-58f2	x-ray of the left eye showing a large left lower lobe mass in the right lower lobe of the right.x-ray of the left eye showing a large left lower lobe mass in the right lower lobe of the left.x-ray of the left eye showing a large left lower lobe mass in the right lower lobe and the right
1556-276X-8-321-2	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface in the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of a
JSTCR-2-77-g001	intraoperative photograph of the right eye showing a large mass in the right upper lobe of the right lower lobe.intraoperative photograph of the right eye showing a large mass in the right upper lobe of the right eye with.intraoperative photograph of the right eye showing a large mass in the right lower lobe of the right eye with
1755-7682-3-33-1	axial and coronal ct scan of the abdomen showing a large mass in the right lower lobe with a large.axial and coronal ct scan of the abdomen showed a large mass in the right lower lobe with a large.axial and coronal ct scan of the abdomen showing a large mass in the right upper lobe with a large
1752-1947-5-296-1	the axial ct scan of the abdomen showing a large cystic mass in the right lobe of the right lower.the axial ct scan of the abdomen showing a large cystic mass in the right lobe of the right lobe.the axial ct scan of the abdomen showing a large cystic mass in the right lobe of the right kidney
biomolecules-04-00848-g003	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron microscopy image of the surface of the surface of the surface of the surface of the surface of.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of a
SNI-6-58-g003	magnetic resonance imaging of the brain in a patient with a high signal intensity in the right lobe of the.magnetic resonance imaging of the brain in a patient with a high signal intensity in the right frontal lobe and.magnetic resonance imaging of the brain in a patient with a high signal intensity in the left frontal lobe and
LI-32-367-g002	chest x-ray of the chest showing a large mass in the right lower lobe of the right lower lobe with.chest x-ray of the chest showing a large mass in the right lower lobe of the right lower lobe and.chest x-ray of the chest showing a large mass in the right lower lobe of the left lower lobe with
jthc-8-95f1	ultrasound scan of the right eye showing a large cystic mass in the right upper lobe of the right kidney.ultrasound scan of the right eye showing a large cystic mass in the right upper lobe of the right lower.ultrasound scan of the right eye showing a large cystic mass in the right upper lobe of the right lobe
40902_2015_18_Fig2_HTML	clinical photograph of the patient in a patient with a swelling of the left eye of the patient with a.clinical photograph of the patient in a patient with a swelling of the right eye of the patient with a.clinical photograph of the patient in a patient with a swelling of the left eye of a patient with a
iranjradiol-11-4880-g003	histological section of the tumor showing a giant cell carcinoma in the dermis . <EOS>.histological section of the tumor showing a giant cell carcinoma in the dermis with a giant cell carcinoma . <EOS>
clinneuropathol-30-324-01	magnetic resonance imaging of the brain showing a hyperintense lesion in the right frontal lobe and the right frontal lobe.magnetic resonance imaging of the brain showing a hyperintense lesion in the right frontal lobe and the right parietal lobe.magnetic resonance imaging of the brain showing a hyperintense lesion in the right frontal lobe and the right parietal region
SHORTS-12-00402	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
IJO-43-396-g002	preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the left lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right upper lobe
jgc-15-214-g003	intraoperative view of the right eye of the patient in a patient with a history of a patient with a.intraoperative view of the right eye of the patient in a patient with a history of the left eye of.intraoperative view of the right eye of the patient in a patient with a history of the right eye of
UA-6-392-g003	preoperative radiograph <EOS>
IJABMR-4-122-g003	preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the left lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right upper lobe
OL-07-03-0909-g02	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
CEJU-68-00617-g001	intraoperative view of the right eye showing a large cystic mass in the right upper lobe of the right lower.intraoperative view of the right eye showing a large cystic mass in the right upper lobe of the right eye.intraoperative view of the right eye showing a large cystic mass in the right lower lobe of the right lower
13000_2015_307_Fig3_HTML	histological section of the tumor showing a giant cell carcinoma in the dermis . <EOS>.histological section of the tumor showing a giant cell carcinoma in the dermis with a giant cell carcinoma . <EOS>
kjr-9-348-g001	preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the left lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right upper lobe
toxicr-28-209-g004	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface in the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of a
1475-925X-13-37-4	the ecg of the patient in a patient with a history of the left coronary artery in the left coronary.the ecg of the patient in a patient with a history of the left coronary artery in the right coronary.the ecg of the patient in a patient with a history of the left coronary artery and the left coronary
IJEM-16-304-g001	magnetic resonance imaging of the brain in a patient with a high signal intensity in the right lobe of the.magnetic resonance imaging of the brain in a patient with a high signal intensity in the right frontal lobe and.magnetic resonance imaging of the brain in a patient with a high signal intensity in the left frontal lobe and
IJSTD-33-118-g003	histological section of the tumor showing a giant cell carcinoma in the dermis . <EOS>.histological section of the tumor showing a giant cell carcinoma in the dermis with a giant cell carcinoma . <EOS>
kjs-10-91-g004	histological section of the biopsy showing a giant cell carcinoma in the dermis . <EOS>.histological section of the biopsy showing a giant cell carcinoma in the dermis with a giant cell carcinoma . <EOS>
1752-1947-2-266-1	preoperative radiograph <EOS>.preoperative x-ray of the left hip showing a large fracture in the right lower region <EOS>
IJPS-47-147-g005	clinical photograph of the patient showing a swelling in the right lower lobe of the right lower lobe and the.clinical photograph of the patient showing a swelling in the right lower lobe of the right lower lobe and a.clinical photograph of the patient showing a swelling in the right lower lobe of the left lower lobe and the
kjim-14-1-66-10f1	preoperative radiograph <EOS>.preoperative radiograph of the patient showing a large right lower lobe and left lower lobe and left lower lobe. <EOS>.preoperative radiograph of the patient showing a large right lower lobe and left lower lobe and left lower lobe <EOS>
rcse9404-281a-02	a patient with a history of the left coronary artery in the left coronary artery in the right coronary artery.a patient with a history of the left coronary artery in the left coronary artery in the left coronary artery.a patient with a history of the left coronary artery in the right coronary artery and the right coronary artery
rado-47-02-125f2b	ultrasound scan of the right eye showing a large cystic mass in the right upper lobe of the right kidney.ultrasound scan of the right eye showing a large cystic mass in the right upper lobe of the right lower.ultrasound scan of the right eye showing a large cystic mass in the right upper lobe of the right lobe
NJMS-5-195-g005	a patient with a large lesion in the right upper lobe of the right lower lobe of the right eye.a patient with a large lesion in the right upper lobe of the right lower lobe of the left eye.a patient with a large lesion in the right upper lobe of the right lower lobe of the right lower
1746-1596-8-185-4	histological section of the right eye showing a giant cell carcinoma in the dermis . <EOS>
CPD-19-6575_F9	chest x-ray of the chest showing a large mass in the right lower lobe of the right lower lobe with.chest x-ray of the chest showing a large mass in the right lower lobe of the right lower lobe and.chest x-ray of the chest showing a large mass in the right lower lobe of the right upper lobe with
ijos201275f3	preoperative radiograph <EOS>.preoperative x-ray of the left knee showing a large right hip and left lower lobe <EOS>.preoperative x-ray of the left knee showing a large left hip and left lower lobe <EOS>
abd-89-05-0828-g04	clinical picture <EOS>
kjae-64-472-g001	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
JRMS-19-1193-g004	histological section of the resected specimen showing a giant cell carcinoma in the dermis . <EOS>
JETS-6-289-g003	intraoperative view of the right eye showing a large cystic mass in the right upper lobe of the right lower.intraoperative view of the right eye showing a large cystic mass in the right lower lobe of the right lower.intraoperative view of the right eye showing a large cystic mass in the right upper lobe of the right upper
cde-0006-0037-g02	histological section of the right kidney showing a giant cell carcinoma in the dermis . <EOS>
11671_2015_919_Fig4_HTML	preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the left lower lobe.preoperative x-ray of the left hip showing a large lesion in the right lower lobe of the right upper lobe
1752-1947-6-25-2	x-ray of the left hip showing a large lesion in the right lower lobe of the right lower lobe and.x-ray of the left hip showing a large lesion in the right lower lobe of the right lower lobe with.x-ray of the left hip showing a large lesion in the right lower lobe of the left lower lobe and
11999_2015_4324_Fig4_HTML	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
jkns-51-8-g001	ct scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount of.ct scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass in.ct scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic mass
cro0003-0148-f02	ct scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount of.ct scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass in.ct scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic mass
NJMS-3-226-g001	clinical photograph of the patient in a patient with a swelling of the left eye of the patient with a.clinical photograph of the patient in a patient with a swelling of the right eye of the patient with a.clinical photograph of the patient in a patient with a swelling of the left eye of a patient with a
TOMINFOJ-4-50_F11	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
crg-0006-0243-g03	x-ray of the left knee showing a large left lower lobe lesion in the right lower lobe and the right.x-ray of the left knee showing a large left lower lobe lesion in the right lower lobe and the left.x-ray of the left knee showing a large left lower lobe lesion in the right lower lobe with a large
12957_2013_1793_Fig7_HTML	intraoperative photograph of the right eye showing a large mass in the right upper lobe of the right lower lobe.intraoperative photograph of the right eye showing a large mass in the right lower lobe of the right lower lobe.intraoperative photograph of the right eye showing a large mass in the right upper lobe of the right upper lobe
TP-5-64-g003	ultrasound scan of the abdomen showing a large cystic mass in the right lobe of the right lobe of the.ultrasound scan of the abdomen showing a large cystic mass in the right lobe of the right lower lobe with.ultrasound scan of the abdomen showing a large cystic mass in the right lobe of the right lower lobe and
ppa-8-199Fig1	clinical picture <EOS>
SNI-5-174-g002	clinical picture <EOS>
PAMJ-21-243-g001	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
jkss-83-115-g002	intraoperative photograph of the right eye of the patient in a patient with a history of a patient with a.intraoperative photograph of the right eye of the patient in a patient with a history of the left eye showing.intraoperative photograph of the right eye of the patient in a patient with a history of the left eye of
NJMS-3-21-g002	clinical picture <EOS>
1752-1947-5-183-2	the 3d image of the patient in a patient with a patient in a patient with a patient with a.the 3d image of the patient in a patient with a patient in a patient with a patient in the.the 3d image of the patient in a patient with a patient in a patient with a patient in a
IJSS-9-94-g005	intraoperative view of the right eye of the patient in a patient with a history of a patient with a.intraoperative view of the right eye of the patient in a patient with a history of a patient in the.intraoperative view of the right eye of the patient in a patient with a history of a patient in a
ijms-15-02608f4	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrographs of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface in the
JPN-9-263-g002	clinical photograph of the patient showing a large swelling in the right lower lobe of the right lower lobe and.clinical photograph of the patient showing a large swelling in the right lower lobe of the right lower lobe with.clinical photograph of the patient showing a swelling in the right lower lobe of the right lower lobe with a
ETM-05-06-1683-g05	intraoperative photograph of the right eye showing the presence of the right eye of the right eye of the patient.intraoperative photograph of the right eye showing the presence of the right eye of the left eye of the patient.intraoperative photograph of the right eye showing the presence of the right eye of the right eye of the left
traumamon-18-90-g005	preoperative x-ray of the left knee showing a large right hip and left lower lobe and left lower lobe <EOS>.preoperative x-ray of the left knee showing a large left hip and left lower lobe and left lower lobe <EOS>.preoperative x-ray of the left hip showing a large left hip and left lower lobe and left lower lobe <EOS>
bmjopen2014006895f04	the patient in a patient with a patient in a patient with a history of a patient in a patient.the patient in a patient with a patient in a patient with a history of a patient in the patient.the patient in a patient with a patient in a patient with a history of a patient in the left
AMS-2-74-g003	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
13256_2014_3016_Fig2_HTML	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
JPN-9-39-g003	computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large cystic.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large mass.computed tomography scan of the abdomen showing a large cystic mass in the right lower lobe with a large amount
40169_2015_52_Fig2_HTML	histological section of the liver showing a giant cell carcinoma in the dermis . <EOS>
1746-1596-5-17-2	histological section of the right kidney showing a giant cell carcinoma in the dermis . <EOS>
IJD-58-492b-g001	clinical picture <EOS>
SJG-17-69-g003	histological section of the tumor showing a giant cell carcinoma in the dermis . <EOS>.histological section of the tumor showing a giant cell carcinoma in the dermis with a giant cell carcinoma . <EOS>
CCD-6-122-g007	intraoral photograph <EOS>
srep11886-f2	photomicrograph of the resected specimen showing a giant cell carcinoma in the dermis . <EOS>.photomicrograph of the resected specimen showing a giant cell carcinoma in the dermis with a giant cell carcinoma . <EOS>
1746-1596-7-121-3	histological section of the resected specimen showing a giant cell carcinoma in the dermis . <EOS>
JPBS-5-154-g015	ultrasound scan of the right eye showing a large cystic mass in the right upper lobe of the right kidney.ultrasound scan of the right eye showing a large cystic mass in the right upper lobe of the right lower.ultrasound scan of the right eye showing a large cystic mass in the right upper lobe of the right lobe
JGID-4-128-g001	histological section of the right kidney showing a giant cell carcinoma in the dermis . <EOS>
JCytol-32-21-g002	photomicrograph of the biopsy specimen showing a giant cell carcinoma in the dermis . <EOS>.photomicrograph of the biopsy specimen showing a giant cell carcinoma in the dermis with a giant cell carcinoma . <EOS>
rde-39-296-g002	scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrographs of the surface of the surface of the surface of the surface of the surface of the.scanning electron micrograph of the surface of the surface of the surface of the surface of the surface of a
ccr30002-0143-f1	a patient with a history of a patient in a patient with a history of a patient in a patient.a patient with a history of a patient in a patient with a history of a patient in the patient.a patient with a history of a patient in a patient with a history of a patient in the left
